species,set,number,year,rarity,notes,alt_asset_id,reason_flag,cause,detail
Toxicroak,Legendary Treasures,63/113,2013,Rare,,,unmatched_no_candidate,not_found_by_name_search,2013 Pokemon Black and White Legendary Treasures T; 2013 Pokemon Black and White Legendary Treasures F
Tepig,BW Black Star Promos,BW02,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Oshawott,BW Black Star Promos,BW03,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Reshiram,BW Black Star Promos,BW04,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Zekrom,BW Black Star Promos,BW05,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Snivy,BW Black Star Promos,BW06,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Oshawott,BW Black Star Promos,BW08,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Pansage,BW Black Star Promos,BW11,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Zorua,BW Black Star Promos,BW12,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Pansage,BW Black Star Promos,BW14,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Pidove,BW Black Star Promos,BW15,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Axew,BW Black Star Promos,BW16,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Ducklett,BW Black Star Promos,BW17,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Darumaka,BW Black Star Promos,BW18,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Serperior,BW Black Star Promos,BW20,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Emboar,BW Black Star Promos,BW21,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Samurott,BW Black Star Promos,BW22,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Litwick,BW Black Star Promos,BW27,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Victini,BW Black Star Promos,BW32,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Riolu,BW Black Star Promos,BW33,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Thundurus,BW Black Star Promos,BW41,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Tornadus,BW Black Star Promos,BW42,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Lilligant,BW Black Star Promos,BW49,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Flygon,BW Black Star Promos,BW53,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Elgyem,BW Black Star Promos,BW55,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Black Kyurem,BW Black Star Promos,BW58,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
White Kyurem,BW Black Star Promos,BW59,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Drifblim,BW Black Star Promos,BW64,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Meloetta,BW Black Star Promos,BW68,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Meloetta,BW Black Star Promos,BW69,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Terrakion,BW Black Star Promos,BW71,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Electrode,BW Black Star Promos,BW76,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Druddigon,BW Black Star Promos,BW80,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Genesect,BW Black Star Promos,BW99,2011-2013,Promo,no rarity column on source page,,unmatched_no_candidate,not_found_by_name_search,2014 Star Pokemon Card Game Bw Black Promos Korean; 2014 Star Pokemon Card Game Bw Black Promos Korean
Hitmonchan,Best of Promos,9,2002-2003,Promo,Rocket's Hitmonchan,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2003 Pokemon TCG Promos Rocket's Hitmonchan [Winner] Jumbo/(Best of Game Series: Battlezone (July 2003)) #9 | year 2003 | id 99f3a2da-7017-465b-81ce-9a34162e61ca | pop None
