input,asset_id,card_name,alt_url,alt_public_url,year,set,card_number,subject,variety,grading_company,grade,pop_at_grade,company_total_pop,index_total_pop,index_transaction_count,num_sales,last_sale_price,last_sale_date,last_sale_source,avg_last_3_sales,highest_sale,lowest_sale,scraped_at,listing_source,listing_grade,listing_grading_company,listing_price,listing_url,clean_last_sale_price,clean_last_sale_date,clean_last_sale_source,outliers_excluded,price_chg_30d_pct,price_chg_90d_pct,price_chg_1y_pct,mkt_cap_chg_30d_pct,volume_30d,volume_90d,volume_1y,pop_30d_ago,pop_chg_30d,median_last_3,sales_first_date,sales_total,history_days
asset:762483c6-ea88-4e64-bee2-93c17a27ebb4,762483c6-ea88-4e64-bee2-93c17a27ebb4,2012 Pokemon Japanese Black & White Plasma Gale Manaphy-Holo #20,https://alt.xyz/research/762483c6-ea88-4e64-bee2-93c17a27ebb4,,2012,Pokemon Japanese Black & White Plasma Gale,20,Manaphy-Holo,,PSA,10.0,11,13,,,5,21.45,2025-10-30,eBay,36.79,64.42,21.45,2026-09-11T00:32:46,,,,,,21.45,2025-10-30,eBay,0,,,,,0,0,2,,,,2023-07-30,5,1
asset:7624c0a8-3f59-44f3-b38b-c52e9609d49b,7624c0a8-3f59-44f3-b38b-c52e9609d49b,2004 Pokemon Ex Fire Red Leaf Green Reverse Holo Squirtle #82,https://alt.xyz/research/7624c0a8-3f59-44f3-b38b-c52e9609d49b,https://alt.xyz/itm/82de7557-725f-4a0c-879a-e80ebc31f8d3/external,2004,Pokemon Ex Fire Red Leaf Green,82,Squirtle,Reverse Holo,PSA,10.0,45,406,534,,14,5520.0,2026-08-16,PWCC Weekly Auctions,4306.33,5520.0,128.5,2026-09-13T16:41:45,,,,,,360,2025-04-29,eBay,3,,,,,0,0,0,,,,2021-03-27,11,1
asset:7626d7b4-cf82-4c8f-982b-1781fd7bec9f,7626d7b4-cf82-4c8f-982b-1781fd7bec9f,2024 Pokemon Twilight Masquerade Unfair Stamp #165,https://alt.xyz/research/7626d7b4-cf82-4c8f-982b-1781fd7bec9f,https://alt.xyz/itm/cc1f8286-fb7e-4338-8661-35219206e959/external,2024,Pokemon Twilight Masquerade,165,Unfair Stamp,,PSA,10.0,154,301,,,56,30.0,2026-08-18,eBay,25.0,62.58,5.0,2026-09-10T22:49:41,,,,,,30,2026-08-18,eBay,0,64.71,64.71,47.45,,1,2,15,,,28,2024-07-05,54,1
asset:76272591-abdb-4790-a066-29a7e65f107a,76272591-abdb-4790-a066-29a7e65f107a,2005 Pokemon Ex Deoxys Crystal Shard #85,https://alt.xyz/research/76272591-abdb-4790-a066-29a7e65f107a,,2005,Pokemon Ex Deoxys,85,Crystal Shard,,PSA,10.0,2,7,,,0,,,,,,,2026-09-11T00:01:20,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:7628380e-b07d-4140-bb6b-edaff9925355,7628380e-b07d-4140-bb6b-edaff9925355,2023 Pokemon Scarlet and Violet Future Flash Japanese Aipom #51,https://alt.xyz/research/7628380e-b07d-4140-bb6b-edaff9925355,,2023,Pokemon Scarlet and Violet Future Flash Japanese,51,Aipom,,PSA,10.0,2,2,,,0,,,,,,,2026-09-11T00:45:12,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:7628df55-1f96-4e32-a29b-28005d3df519,7628df55-1f96-4e32-a29b-28005d3df519,2006 Pokemon Ex Crystal Guardians Meditite #56,https://alt.xyz/research/7628df55-1f96-4e32-a29b-28005d3df519,https://alt.xyz/itm/394af73e-05ed-451a-ae3b-dbdde79aeb66/external,2006,Pokemon Ex Crystal Guardians,56,Meditite,,PSA,10.0,6,18,,,2,53.67,2026-04-29,eBay,51.84,53.67,50.0,2026-09-10T23:11:28,,,,,,53.67,2026-04-29,eBay,0,,,,,0,0,2,,,51.84,2026-03-29,2,1
asset:762c8d0f-689f-4ff3-b203-9093105a2c42,762c8d0f-689f-4ff3-b203-9093105a2c42,1998 Pokemon Vending Series Three Japanese Staryu #120,https://alt.xyz/research/762c8d0f-689f-4ff3-b203-9093105a2c42,https://alt.xyz/itm/84c8aad0-e15a-4687-84c0-3a311a71e0c6/external,1998,Pokemon Vending Series Three Japanese,120,Staryu,,PSA,10.0,272,636,,,111,499.99,2026-09-08,eBay,432.66,500.0,21.5,2026-09-10T22:27:27,,,,,,499.99,2026-09-08,eBay,1,30.43,19.12,523.17,,10,14,39,,,405,2021-05-28,110,1
asset:762fb4a0-86de-488b-9faa-6937c71b036f,762fb4a0-86de-488b-9faa-6937c71b036f,1999 Pokemon Jungle Holo Wigglytuff #16,https://alt.xyz/research/762fb4a0-86de-488b-9faa-6937c71b036f,https://alt.xyz/itm/826060b5-5612-4dc1-967d-0baac3d3d9d8/external,1999,Pokemon Jungle,16,Wigglytuff,Holo,PSA,10.0,36,4159,,,16,1980.0,2026-08-09,PWCC Weekly Auctions,1960.0,3000.0,327.0,2026-09-10T21:55:56,,,,,,1980,2026-08-09,PWCC Weekly Auctions,0,,-17,155.38,,0,1,4,,,2490,2022-10-11,16,1
asset:76316a60-f353-40af-8188-713a50aa6de1,76316a60-f353-40af-8188-713a50aa6de1,2005 Pokemon Ex Emerald Rare Candy #83,https://alt.xyz/research/76316a60-f353-40af-8188-713a50aa6de1,,2005,Pokemon Ex Emerald,83,Rare Candy,,PSA,10.0,6,9,,,3,8.51,2023-04-23,eBay,93.73,240.0,8.51,2026-09-11T00:41:06,,,,,,8.51,2023-04-23,eBay,0,,,,,0,0,0,,,,2021-02-26,3,1
asset:7631a5c4-a88f-4a98-8e68-7d3d1fd5e188,7631a5c4-a88f-4a98-8e68-7d3d1fd5e188,2002 Pokemon the Town On No Map Japanese 1st Edition Pokemon Fan Club #78,https://alt.xyz/research/7631a5c4-a88f-4a98-8e68-7d3d1fd5e188,https://alt.xyz/itm/45c8dd31-3a0c-4bd4-ab74-414b96a0e741/external,2002,Pokemon the Town On No Map,78,Pokemon Fan Club,Japanese 1st Edition,PSA,10.0,46,83,,,14,245.6,2026-08-17,CardHobby,198.3,281.24,67.0,2026-09-10T23:49:08,,,,,,245.6,2026-08-17,CardHobby,0,13.71,13.71,100.83,,1,1,5,,,193.3,2023-03-26,14,1
asset:7631bdf2-6acc-48f5-aad0-e02ee0c7e708,7631bdf2-6acc-48f5-aad0-e02ee0c7e708,2002 Expedition English Reverse Holo Charmeleon #73,https://alt.xyz/research/7631bdf2-6acc-48f5-aad0-e02ee0c7e708,https://alt.xyz/itm/fd4ec4dc-ebab-4274-a9d4-34cb3441bbc0/external,2002,Expedition,73,Charmeleon,English Reverse Holo,PSA,10.0,38,315,,,23,2800.0,2026-08-02,eBay,2458.33,2800.0,142.5,2026-09-10T22:50:30,,,,,,885,2025-12-20,eBay,7,,,,,0,0,3,,,,2021-08-30,16,1
asset:7633cf16-4fbe-4bde-bc03-0db82efd0b51,7633cf16-4fbe-4bde-bc03-0db82efd0b51,2003 Pokemon Skyridge Reverse Holo Ledyba #73,https://alt.xyz/research/7633cf16-4fbe-4bde-bc03-0db82efd0b51,,2003,Pokemon Skyridge,73,Ledyba,Reverse Holo,PSA,10.0,18,93,,,8,499.99,2026-04-12,eBay,294.83,499.99,58.0,2026-09-10T23:31:43,,,,,,499.99,2026-04-12,eBay,0,,,185.71,,0,0,2,,,499.99,2021-07-16,8,1
asset:76345c05-3a74-4fd8-b7c7-dd3e52bd9660,76345c05-3a74-4fd8-b7c7-dd3e52bd9660,2026 Pokemon TCG Mega Evolution Ascended Heroes Stunfisk Ex #114,https://alt.xyz/research/76345c05-3a74-4fd8-b7c7-dd3e52bd9660,https://alt.xyz/itm/9177878c-75e2-4e03-b31b-b7ed54681b7c/external,2026,Pokemon TCG Mega Evolution Ascended Heroes,114,Stunfisk Ex,,PSA,10.0,12,22,,,3,69.99,2026-08-20,eBay,53.33,69.99,29.99,2026-09-11T00:00:25,,,,,,69.99,2026-08-20,eBay,0,33.35,,,,1,3,3,,,60,2026-06-20,3,1
asset:7634e8b0-d6ca-4bf8-8e10-be2033b5ffcc,7634e8b0-d6ca-4bf8-8e10-be2033b5ffcc,2023 Scarlet & Violet 151 English Goldeen #118,https://alt.xyz/research/7634e8b0-d6ca-4bf8-8e10-be2033b5ffcc,,2023,Scarlet & Violet 151,118,Goldeen,English,PSA,10.0,3,11,,,1,219.99,2026-07-27,eBay,219.99,219.99,219.99,2026-09-11T00:21:53,,,,,,219.99,2026-07-27,eBay,0,,,,,0,1,1,,,219.99,2026-07-27,1,1
asset:76364d8d-fd31-4dc3-a9d2-204aae12e075,76364d8d-fd31-4dc3-a9d2-204aae12e075,2018 Sky-Splitting Charisma - Sm7 Japanese Rayquaza Gx #101,https://alt.xyz/research/76364d8d-fd31-4dc3-a9d2-204aae12e075,https://alt.xyz/itm/3ab6bc45-b56a-43e7-b4bf-8898662d0b49/external,2018,Sky-Splitting Charisma - Sm7,101,Rayquaza Gx,Japanese,PSA,10.0,685,1184,1248,,73,655.0,2026-09-02,eBay,685.0,1481.26,41.0,2026-09-12T10:05:00,,,,,,655,2026-09-02,eBay,1,-6.43,-6.29,403.27,,2,7,23,,,655,2021-07-29,72,1
asset:763654c6-90ff-490d-bf9a-3947d7102142,763654c6-90ff-490d-bf9a-3947d7102142,2026 Pokemon Mega Evolution Perfect Order Meowth Ex #062,https://alt.xyz/research/763654c6-90ff-490d-bf9a-3947d7102142,https://alt.xyz/itm/718d2cbc-32df-4ed9-a14d-dfcf5824873f/external,2026,Pokemon  Mega Evolution Perfect Order,062,Meowth Ex,,PSA,10.0,122,355,,,21,37.0,2026-09-04,eBay,52.31,155.5,29.99,2026-09-10T22:39:05,,,,,,37,2026-09-04,eBay,0,15.62,,,,13,21,21,,,37,2026-07-04,21,1
asset:763a67a4-29b4-43f1-a344-e22f77080772,763a67a4-29b4-43f1-a344-e22f77080772,2009 Pokemon Heartgold Collection 1st Edition Japanese Mankey #42,https://alt.xyz/research/763a67a4-29b4-43f1-a344-e22f77080772,,2009,Pokemon Heartgold Collection 1st Edition Japanese,42,Mankey,,PSA,10.0,11,20,,,3,1725.0,2026-07-28,eBay,600.04,1725.0,19.54,2026-09-11T00:25:41,,,,,,1725,2026-07-28,eBay,0,,,8728.05,,0,1,1,,,1725,2023-07-04,3,1
asset:763b14c8-54a7-4820-9345-fb0497d26364,763b14c8-54a7-4820-9345-fb0497d26364,2018 Pokemon Card Game Sun & Moon Sm-P Promos Japanese Pikachu/(Special Box: It's Mimikyu) #199SMP,https://alt.xyz/research/763b14c8-54a7-4820-9345-fb0497d26364,,2018,Pokemon Card Game Sun & Moon Sm-P Promos Japanese,199SMP,Pikachu/(Special Box: It's Mimikyu),,PSA,10.0,,,1,,0,,,,,,,2026-09-13T14:58:21,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:763b1ac3-7841-4783-9767-e5799de368ee,763b1ac3-7841-4783-9767-e5799de368ee,2000 Pokemon Chrome Sparkle-Chrome Starmie #121,https://alt.xyz/research/763b1ac3-7841-4783-9767-e5799de368ee,,2000,Pokemon Chrome Sparkle-Chrome,121,Starmie,,PSA,10.0,1,13,,,0,,,,,,,2026-09-11T00:34:42,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:763e88ee-da05-4537-ac0e-817a47d4ece3,763e88ee-da05-4537-ac0e-817a47d4ece3,2022 Pokemon Sword and Shield Lost Abyss Japanese Mimikyu #50,https://alt.xyz/research/763e88ee-da05-4537-ac0e-817a47d4ece3,https://alt.xyz/itm/0e6a02a1-3097-4866-ba1f-617bb80cad68/external,2022,Pokemon Sword and Shield Lost Abyss Japanese,50,Mimikyu,,PSA,10.0,88,101,572,,10,76.0,2026-09-11,eBay,67.33,190.0,57.95,2026-09-12T13:03:26,,,,,,76,2026-09-11,eBay,0,-34.38,-34.38,,,5,5,10,,,63,2025-12-13,10,1
asset:764171a5-61b3-4514-8245-b81a1712c317,764171a5-61b3-4514-8245-b81a1712c317,2006 Pokemon Ex Dragon Frontiers Reverse Holo Buffer Piece #72,https://alt.xyz/research/764171a5-61b3-4514-8245-b81a1712c317,,2006,Pokemon Ex Dragon Frontiers,72,Buffer Piece,Reverse Holo,PSA,10.0,2,37,,,1,148.99,2022-10-09,eBay,148.99,148.99,148.99,2026-09-10T23:55:00,,,,,,148.99,2022-10-09,eBay,0,,,,,0,0,0,,,,2022-10-09,1,1
asset:7641be4f-74cb-42b2-bace-c89c6a865caa,7641be4f-74cb-42b2-bace-c89c6a865caa,2025 Pokemon Mega Evolution Ultra Rare Acerola's Mischief #165,https://alt.xyz/research/7641be4f-74cb-42b2-bace-c89c6a865caa,https://alt.xyz/itm/70338fc5-d29e-44b3-88c3-dc85592fded0/external,2025,Pokemon Mega Evolution,165,Acerola's Mischief,Ultra Rare,PSA,10.0,794,1457,,,122,52.0,2026-08-21,eBay,43.33,75.0,24.39,2026-09-10T22:14:35,,,,,,52,2026-08-21,eBay,0,12.9,2.49,,,2,22,122,,,42,2025-11-04,122,1
asset:76422adb-ad00-42d7-8863-d4e81d0af05b,76422adb-ad00-42d7-8863-d4e81d0af05b,2017 Pokemon Sun and Moon Burning Shadows Escape Rope #163,https://alt.xyz/research/76422adb-ad00-42d7-8863-d4e81d0af05b,https://alt.xyz/itm/211fdfa8-6eec-4779-901f-ff40ab17b6f9/external,2017,Pokemon Sun and Moon Burning Shadows,163,Escape Rope,,PSA,10.0,48,256,,,11,85.0,2025-06-24,eBay,63.42,215.0,22.8,2026-09-10T22:58:39,,,,,,85,2025-06-24,eBay,1,,,,,0,0,0,,,,2022-01-06,10,1
asset:76426445-cfcd-46b3-b349-b4209f3e8b79,76426445-cfcd-46b3-b349-b4209f3e8b79,1999 Pokemon Bulbasaur Deck Japanese Bulbasaur #29,https://alt.xyz/research/76426445-cfcd-46b3-b349-b4209f3e8b79,https://alt.xyz/itm/a8785c39-82dc-4153-85a3-2d7d134e11af/external,1999,Pokemon Bulbasaur Deck Japanese,29,Bulbasaur,,PSA,10.0,133,450,545,,75,900.0,2026-09-03,eBay,779.67,990.0,32.4,2026-09-12T15:05:25,,,,,,900,2026-09-03,eBay,0,-0.12,9.45,343.89,,3,5,24,,,799,2021-03-04,74,1
asset:76459bb8-ea04-4c6d-9f10-e1debbe33ecc,76459bb8-ea04-4c6d-9f10-e1debbe33ecc,1996 Pokemon Green Poker Set 6 of Clubs Jigglypuff #39,https://alt.xyz/research/76459bb8-ea04-4c6d-9f10-e1debbe33ecc,,1996,Pokemon Green Poker Set,39,Jigglypuff,6 of Clubs,PSA,10.0,15,20,,,9,180.0,2026-05-21,eBay,114.0,180.0,20.24,2026-09-11T00:25:22,,,,,,180,2026-05-21,eBay,0,,,78.02,,0,0,4,,,81,2023-10-12,9,1
asset:7645b759-8efb-478c-aa09-7796a3270a24,7645b759-8efb-478c-aa09-7796a3270a24,2020 Pokemon Sword and Shield Dottler #18,https://alt.xyz/research/7645b759-8efb-478c-aa09-7796a3270a24,,2020,Pokemon Sword and Shield,18,Dottler,,PSA,10.0,1,1,,,1,31.0,2021-04-04,eBay,31.0,31.0,31.0,2026-09-11T01:08:41,,,,,,31,2021-04-04,eBay,0,,,,,0,0,0,,,,2021-04-04,1,1
asset:764700d7-4ed6-4673-b719-1aa63f34243b,764700d7-4ed6-4673-b719-1aa63f34243b,2018 Pokemon Gx Ultra Shiny Japanese Dawn Wings Necrozma Gx #49,https://alt.xyz/research/764700d7-4ed6-4673-b719-1aa63f34243b,https://alt.xyz/itm/9bbe37a6-c2d6-46c0-95c4-dadeb384590e/external,2018,Pokemon Gx Ultra Shiny Japanese,49,Dawn Wings Necrozma Gx,,PSA,10.0,37,58,,,11,72.55,2026-09-09,eBay,94.96,149.33,16.5,2026-09-10T22:46:53,,,,,,72.55,2026-09-09,eBay,0,-31.66,71.72,32.79,,1,2,4,,,72.55,2021-06-24,11,1
asset:76475c39-f878-467d-bf6d-22afaf402293,76475c39-f878-467d-bf6d-22afaf402293,2012 Pokemon Black and White Boundaries Crossed Serperior #13,https://alt.xyz/research/76475c39-f878-467d-bf6d-22afaf402293,,2012,Pokemon Black and White Boundaries Crossed,13,Serperior,,PSA,10.0,11,30,,,7,1000.0,2026-04-28,eBay,533.67,1000.0,50.0,2026-09-11T00:14:06,,,,,,1000,2026-04-28,eBay,0,,,,,0,0,2,,,775,2021-07-29,6,1
asset:76482019-814d-4e32-b1e3-ff84f0fb3840,76482019-814d-4e32-b1e3-ff84f0fb3840,2017 Pokemon Sun and Moon Reverse Holo Grubbin #13,https://alt.xyz/research/76482019-814d-4e32-b1e3-ff84f0fb3840,,2017,Pokemon Sun and Moon,13,Grubbin,Reverse Holo,PSA,10.0,4,8,,,0,,,,,,,2026-09-11T00:44:29,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:76495109-85d7-4eec-9922-d3a1d0989d34,76495109-85d7-4eec-9922-d3a1d0989d34,2012 Pokemon Spiral Force 1st Edition Japanese Rock Guard #50,https://alt.xyz/research/76495109-85d7-4eec-9922-d3a1d0989d34,,2012,Pokemon Spiral Force 1st Edition Japanese,50,Rock Guard,,PSA,10.0,18,27,,,14,27.0,2026-08-05,eBay,50.33,90.0,13.01,2026-09-11T00:12:29,,,,,,27,2026-08-05,eBay,1,,-20.59,-55,,0,1,2,,,27,2022-11-24,13,1
asset:7649e845-4c0f-4b9f-87ef-946e64252baa,7649e845-4c0f-4b9f-87ef-946e64252baa,2021 Pokemon Sword and Shield Evolving Skies Medicham V #186,https://alt.xyz/research/7649e845-4c0f-4b9f-87ef-946e64252baa,https://alt.xyz/itm/9f27b535-cc60-40a1-9130-85469cb5ac6a/external,2021,Pokemon Sword and Shield Evolving Skies,186,Medicham V,,PSA,10.0,1863,3016,,,627,95.0,2026-09-06,eBay,87.0,300.0,5.0,2026-09-10T22:02:45,,,,,,95,2026-09-06,eBay,0,4.4,-9.52,30.14,,11,28,152,,,95,2025-06-14,194,1
asset:764c96f5-6594-44d8-8ed8-84fd7c35209e,764c96f5-6594-44d8-8ed8-84fd7c35209e,2022 Pokemon Sword and Shield Lost Abyss Japanese Drapion Vstar #67,https://alt.xyz/research/764c96f5-6594-44d8-8ed8-84fd7c35209e,https://alt.xyz/itm/6c33ecee-aaaf-41a4-abad-69c707349a57/external,2022,Pokemon Sword and Shield Lost Abyss Japanese,67,Drapion Vstar,,PSA,10.0,68,78,,,10,38.95,2026-06-09,eBay,30.13,38.95,9.99,2026-09-10T22:13:25,,,,,,38.95,2026-06-09,eBay,0,,,77.05,,0,0,2,,,38.95,2023-02-12,10,1
asset:764cdc41-01ca-43e2-8923-6035f7891d3b,764cdc41-01ca-43e2-8923-6035f7891d3b,2005 Pokemon Ex Unseen Forces Holo Houndour #60,https://alt.xyz/research/764cdc41-01ca-43e2-8923-6035f7891d3b,,2005,Pokemon Ex Unseen Forces,60,Houndour,Holo,PSA,10.0,8,99,,,7,1800.0,2026-06-22,eBay,1411.67,1800.0,70.0,2026-09-10T23:29:15,,,,,,1800,2026-06-22,eBay,0,,14.37,571.08,,0,1,3,,,1392.5,2022-01-22,7,1
asset:764e057d-1378-4908-9430-3f103c2edef7,764e057d-1378-4908-9430-3f103c2edef7,2024 Black Star Promos English Temporal Forces Prerelease Staff Miraidon #92,https://alt.xyz/research/764e057d-1378-4908-9430-3f103c2edef7,,2024,Black Star Promos,92,Miraidon,English Temporal Forces Prerelease Staff,PSA,10.0,37,221,,,9,349.95,2026-08-15,eBay,341.63,349.95,56.0,2026-09-10T23:10:26,,,,,,349.95,2026-08-15,eBay,0,3.7,3.7,197.83,,1,1,4,,,349.95,2024-08-19,9,1
asset:764e3a8c-d173-4e70-bbd2-63fdf1a05e09,764e3a8c-d173-4e70-bbd2-63fdf1a05e09,2000 Pokemon Neo Genesis 1st Edition Shuckle #72,https://alt.xyz/research/764e3a8c-d173-4e70-bbd2-63fdf1a05e09,,2000,Pokemon Neo Genesis,72,Shuckle,1st Edition,PSA,10.0,104,400,,,42,280.0,2026-09-03,eBay,249.0,299.0,32.0,2026-09-10T22:35:23,,,,,,280,2026-09-03,eBay,0,99.43,119.09,241.46,,2,3,7,,,280,2021-03-20,42,1
asset:764ec952-e09f-4ae6-a0e1-08d94581fa6d,764ec952-e09f-4ae6-a0e1-08d94581fa6d,2010 Pokemon Clash At the Summit Japanese 1st Edition Yanmega #6,https://alt.xyz/research/764ec952-e09f-4ae6-a0e1-08d94581fa6d,https://alt.xyz/itm/afb27544-5a02-4fb9-a66a-3494c313d896/external,2010,Pokemon Clash At the Summit Japanese,6,Yanmega,1st Edition,PSA,10.0,194,399,,,54,1000.0,2026-09-05,eBay,910.62,1505.0,45.44,2026-09-10T22:49:46,,,,,,1000,2026-09-05,eBay,1,158.62,158.62,592.31,,5,7,19,,,900,2022-01-05,53,1
asset:764faf3a-6d69-4453-bc71-9cad6f978855,764faf3a-6d69-4453-bc71-9cad6f978855,2016 Pokemon XY Black Star Promo Ash Greninja Ex Box Ash Greninja Ex #XY133,https://alt.xyz/research/764faf3a-6d69-4453-bc71-9cad6f978855,https://alt.xyz/itm/0e9db52c-553f-407b-b327-4312b2952130/external,2016,Pokemon XY Black Star Promo,XY133,Ash Greninja Ex,Ash Greninja Ex Box,PSA,10.0,25,2476,2811,,7,4700.0,2026-04-07,eBay,2633.33,4700.0,713.0,2026-09-12T09:51:53,,,,,,4700,2026-04-07,eBay,0,,,91.84,,0,0,1,,,4700,2021-03-25,7,1
asset:764feaf8-4135-4455-9476-405d54d17244,764feaf8-4135-4455-9476-405d54d17244,2023 Pokemon Scarlet and Violet Illustration Rare Bombirdier #219,https://alt.xyz/research/764feaf8-4135-4455-9476-405d54d17244,https://alt.xyz/itm/fc6996de-59ee-4849-adb0-099a5f1cdf6c/external,2023,Pokemon Scarlet and Violet,219,Bombirdier,Illustration Rare,PSA,10.0,74,931,,,30,220.0,2026-08-22,eBay,217.5,575.0,21.96,2026-09-10T22:21:39,,,,,,220,2026-08-22,eBay,1,-4.35,-12,216.09,,1,3,12,,,220,2023-06-14,29,1
asset:7650c33f-3cc9-4fbb-8416-2cb61faf16a6,7650c33f-3cc9-4fbb-8416-2cb61faf16a6,2018 Pokemon Sun and Moon Celestial Storm Whismur #116,https://alt.xyz/research/7650c33f-3cc9-4fbb-8416-2cb61faf16a6,,2018,Pokemon Sun and Moon Celestial Storm,116,Whismur,,PSA,10.0,1,1,,,0,,,,,,,2026-09-11T01:24:13,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:7651343a-37a4-40f6-a08d-e7c7f4158741,7651343a-37a4-40f6-a08d-e7c7f4158741,2007 Pokemon 10th Anniversary Movie Promo Mewtwo,https://alt.xyz/research/7651343a-37a4-40f6-a08d-e7c7f4158741,,2007,Pokemon 10th Anniversary Movie Promo,,Mewtwo,,PSA,10.0,,,16,,0,,,,,,,2026-09-13T12:00:02,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:76519c2a-3d5d-4fb6-84b4-2aa829f3b57e,76519c2a-3d5d-4fb6-84b4-2aa829f3b57e,2011 Pokemon Black and White Noble Victories Holo Hydreigon #79,https://alt.xyz/research/76519c2a-3d5d-4fb6-84b4-2aa829f3b57e,,2011,Pokemon Black and White Noble Victories,79,Hydreigon,Holo,PSA,10.0,5,34,,,1,1075.0,2026-04-26,eBay,1075.0,1075.0,1075.0,2026-09-11T00:01:18,,,,,,1075,2026-04-26,eBay,0,,,,,0,0,1,,,1075,2026-04-26,1,1
asset:76523a94-1771-4894-98a4-0f7b02369008,76523a94-1771-4894-98a4-0f7b02369008,2004 Pokemon Ex Fire Red Leaf Green Reverse Holo Meowth #69,https://alt.xyz/research/76523a94-1771-4894-98a4-0f7b02369008,,2004,Pokemon Ex Fire Red Leaf Green,69,Meowth,Reverse Holo,PSA,10.0,24,134,,,18,2275.0,2026-08-23,eBay,1439.98,2275.0,59.09,2026-09-10T23:14:09,,,,,,360,2025-10-31,eBay,3,,,,,0,0,1,,,,2022-01-03,15,1
asset:76567eaf-36f7-4976-be37-8913e2f858b2,76567eaf-36f7-4976-be37-8913e2f858b2,2021 Pokemon Celebrations Spanish Classic Collection Holo Dark Gyarados #8,https://alt.xyz/research/76567eaf-36f7-4976-be37-8913e2f858b2,,2021,Pokemon Celebrations,8,Dark Gyarados,Spanish Classic Collection Holo,PSA,10.0,,,1,,0,,,,,,,2026-09-13T15:58:57,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:76571055-84b6-4e42-bd28-5a16e17eef62,76571055-84b6-4e42-bd28-5a16e17eef62,2010 Pokemon Legend Promo Japanese Japan World Finalist Prize Holo Master's Key #068LP,https://alt.xyz/research/76571055-84b6-4e42-bd28-5a16e17eef62,,2010,Pokemon Legend Promo Japanese,068LP,Master's Key,Japan World Finalist Prize Holo,PSA,10.0,11,40,,,1,55200.0,2024-09-19,PWCC Premier Auctions,55200.0,55200.0,55200.0,2026-09-10T23:33:20,,,,,,55200,2024-09-19,PWCC Premier Auctions,0,,,,,0,0,0,,,,2024-09-19,1,1
asset:76573d33-60db-4517-b195-498c2d21f1cb,76573d33-60db-4517-b195-498c2d21f1cb,2021 Pokemon Sword and Shield Strength Expansion Pack Eevee Heroes Thai Glaceon Vmax Hr #90,https://alt.xyz/research/76573d33-60db-4517-b195-498c2d21f1cb,,2021,Pokemon Sword and Shield Strength Expansion Pack Eevee Heroes Thai,90,Glaceon Vmax Hr,,PSA,10.0,,,2,,0,,,,,,,2026-09-13T12:53:13,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:7658e735-da9d-4ced-a7c4-4fd4a637420a,7658e735-da9d-4ced-a7c4-4fd4a637420a,2021 Pokemon Sword and Shield Evolving Skies Volcarona V #021,https://alt.xyz/research/7658e735-da9d-4ced-a7c4-4fd4a637420a,,2021,Pokemon Sword and Shield Evolving Skies,021,Volcarona V,,PSA,10.0,47,100,,,17,45.0,2026-08-07,eBay,43.07,70.0,6.5,2026-09-10T22:51:45,,,,,,45,2026-08-07,eBay,0,,-33.53,,,0,4,9,,,43.2,2023-03-11,17,1
asset:7659c025-a55a-4f58-84fb-07ebb02e2a4b,7659c025-a55a-4f58-84fb-07ebb02e2a4b,2021 Pokemon Sword and Shield Fusion Strike Reverse Holo Gligar #140,https://alt.xyz/research/7659c025-a55a-4f58-84fb-07ebb02e2a4b,,2021,Pokemon Sword and Shield Fusion Strike,140,Gligar,Reverse Holo,PSA,10.0,1,4,,,0,,,,,,,2026-09-11T00:52:24,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:7659f0d1-6b02-4e1f-b342-c295bde6252b,7659f0d1-6b02-4e1f-b342-c295bde6252b,1996 Pokemon Topsun Japanese Snorlax #143,https://alt.xyz/research/7659f0d1-6b02-4e1f-b342-c295bde6252b,,1996,Pokemon Topsun,143,Snorlax,Japanese,PSA,10.0,,,1,,0,,,,,,,2026-09-13T12:58:24,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:765ac331-8aa4-49af-9e5d-ba745137a526,765ac331-8aa4-49af-9e5d-ba745137a526,2025 Mega Evolution English Holo Cinderace #28,https://alt.xyz/research/765ac331-8aa4-49af-9e5d-ba745137a526,,2025,Mega Evolution,28,Cinderace,English Holo,PSA,10.0,2,8,,,1,45.01,2026-07-15,eBay,45.01,45.01,45.01,2026-09-11T00:11:22,,,,,,45.01,2026-07-15,eBay,0,,,,,0,1,1,,,45.01,2026-07-15,1,1
